捞抚,惫,康,荐,苞,乞闭,切痢
切积9017,18.0,51.0,17.0,6.0,23.0,F
切积9018,71.0,84.0,33.0,34.0,55.5,F
切积9019,64.0,3.0,39.0,18.0,31.0,F
切积9020,46.0,43.0,49.0,2.0,35.0,F
切积9021,36.0,72.0,84.0,28.0,55.0,F
切积9022,83.0,57.0,67.0,33.0,60.0,F
切积9023,33.0,19.0,69.0,65.0,46.5,F
切积9024,46.0,56.0,39.0,24.0,41.25,F
切积9025,70.0,41.0,86.0,93.0,72.5,C
切积9026,20.0,88.0,73.0,46.0,56.75,F
切积9027,63.0,60.0,55.0,70.0,62.0,F
切积9028,21.0,50.0,55.0,88.0,53.5,F
切积9029,98.0,90.0,88.0,64.0,85.0,B
切积9030,88.0,90.0,62.0,72.0,78.0,C
切积9031,92.0,70.0,75.0,85.0,80.5,B
切积9032,63.0,60.0,31.0,70.0,56.0,F
切积9033,54.0,50.0,23.0,88.0,53.75,F
切积9034,64.0,54.0,73.0,83.0,68.5,F
切积9035,89.0,36.0,63.0,14.0,50.5,F
切积9036,83.0,26.0,81.0,98.0,72.0,C
切积9037,18.0,51.0,17.0,6.0,23.0,F
切积9038,46.0,56.0,39.0,24.0,41.25,F
切积9039,70.0,41.0,86.0,93.0,72.5,C
切积9040,20.0,88.0,73.0,46.0,56.75,F
切积9041,63.0,60.0,55.0,70.0,62.0,F
切积9042,21.0,50.0,55.0,88.0,53.5,F
切积9043,98.0,90.0,88.0,64.0,85.0,B
切积9044,88.0,90.0,62.0,72.0,78.0,C
切积9045,46.0,56.0,39.0,24.0,41.25,F
切积9046,70.0,41.0,86.0,93.0,72.5,C
切积9047,20.0,88.0,73.0,46.0,56.75,F
切积9048,63.0,60.0,55.0,70.0,62.0,F
切积9049,21.0,50.0,55.0,88.0,53.5,F
切积9050,98.0,90.0,88.0,64.0,85.0,B
切积9051,88.0,90.0,62.0,72.0,78.0,C
切积9052,92.0,70.0,75.0,85.0,80.5,B
切积9053,63.0,60.0,31.0,70.0,56.0,F
切积9054,54.0,50.0,23.0,88.0,53.75,F
切积9055,64.0,54.0,73.0,83.0,68.5,F
切积9056,89.0,36.0,63.0,14.0,50.5,F
切积9057,83.0,26.0,81.0,98.0,72.0,C
切积9058,18.0,51.0,17.0,6.0,23.0,F
切积9059,46.0,56.0,39.0,24.0,41.25,F
切积9060,70.0,41.0,86.0,93.0,72.5,C
切积9061,20.0,88.0,73.0,46.0,56.75,F
切积9062,63.0,60.0,55.0,70.0,62.0,F
切积9063,21.0,50.0,55.0,88.0,53.5,F
切积9064,98.0,90.0,88.0,64.0,85.0,B
切积9065,88.0,90.0,62.0,72.0,78.0,C
切积9066,92.0,70.0,75.0,85.0,80.5,B
切积9067,63.0,60.0,31.0,70.0,56.0,F
切积9068,54.0,50.0,23.0,88.0,53.75,F
切积9069,64.0,54.0,73.0,83.0,68.5,F
切积9070,89.0,36.0,63.0,14.0,50.5,F
切积9071,83.0,26.0,81.0,98.0,72.0,C
切积9072,18.0,51.0,17.0,6.0,23.0,F
切积9073,69.0,66.0,39.0,59.0,58.25,F
切积9074,25.0,19.0,37.0,45.0,31.5,F
切积9075,21.0,82.0,20.0,20.0,35.75,F
切积9076,7.0,11.0,57.0,74.0,37.25,F
切积9077,23.0,32.0,52.0,99.0,51.5,F
切积9078,97.0,87.0,30.0,66.0,70.0,C
切积9079,53.0,32.0,23.0,28.0,34.0,F
切积9080,14.0,45.0,73.0,30.0,40.5,F
切积9081,12.0,52.0,44.0,37.0,36.25,F
切积9082,46.0,56.0,39.0,24.0,41.25,F
切积9083,70.0,41.0,86.0,93.0,72.5,C
切积9084,20.0,88.0,73.0,46.0,56.75,F
切积9085,63.0,60.0,55.0,70.0,62.0,F
切积9086,21.0,50.0,55.0,88.0,53.5,F
切积9087,98.0,90.0,88.0,64.0,85.0,B
切积9088,88.0,90.0,62.0,72.0,78.0,C
切积9089,92.0,70.0,75.0,85.0,80.5,B
切积9090,63.0,60.0,31.0,70.0,56.0,F
切积9091,54.0,50.0,23.0,88.0,53.75,F
切积9092,64.0,54.0,73.0,83.0,68.5,F
切积9093,89.0,36.0,63.0,14.0,50.5,F
切积9094,83.0,26.0,81.0,98.0,72.0,C
切积9095,18.0,51.0,17.0,6.0,23.0,F
切积9096,75.0,38.0,94.0,50.0,64.25,F
切积9097,58.0,74.0,56.0,27.0,53.75,F
切积9098,52.0,86.0,55.0,51.0,61.0,F
切积9099,62.0,24.0,72.0,24.0,45.5,F
切积9100,71.0,21.0,21.0,89.0,50.5,F
切积9101,95.0,67.0,17.0,86.0,66.25,F
切积9102,62.0,71.0,88.0,95.0,79.0,C
切积9103,46.0,56.0,39.0,24.0,41.25,F
切积9104,70.0,41.0,86.0,93.0,72.5,C
切积9105,20.0,88.0,73.0,46.0,56.75,F
切积9106,63.0,60.0,55.0,70.0,62.0,F
切积9107,21.0,50.0,55.0,88.0,53.5,F
切积9108,98.0,90.0,88.0,64.0,85.0,B
切积9109,46.0,56.0,39.0,24.0,41.25,F
切积9110,70.0,41.0,86.0,93.0,72.5,C
切积9111,20.0,88.0,73.0,46.0,56.75,F
切积9112,63.0,60.0,55.0,70.0,62.0,F
切积9113,21.0,50.0,55.0,88.0,53.5,F
切积9114,98.0,90.0,88.0,64.0,85.0,B
切积9115,88.0,90.0,62.0,72.0,78.0,C
切积9116,92.0,70.0,75.0,85.0,80.5,B
切积9117,63.0,60.0,31.0,70.0,56.0,F
切积9118,54.0,50.0,23.0,88.0,53.75,F
切积9119,64.0,54.0,73.0,83.0,68.5,F
切积9120,89.0,36.0,63.0,14.0,50.5,F
切积9121,83.0,26.0,81.0,98.0,72.0,C
切积9122,18.0,51.0,17.0,6.0,23.0,F
切积9123,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积9124,88.0,90.0,62.0,72.0,78.0,C
切积9125,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积9126,63.0,60.0,31.0,70.0,56.0,F
切积9127,100.0,50.0,56.16032972694487,88.0,73.54008243173621,C
切积9128,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积9129,88.0,90.0,62.0,72.0,78.0,C
切积9130,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积9131,63.0,60.0,31.0,70.0,56.0,F
切积9132,100.0,50.0,56.16032972694487,88.0,73.54008243173621,C
切积9133,56.0,49.0,90.0,44.0,59.75,F
切积9134,34.0,28.0,16.0,0.0,19.5,F
切积9135,37.0,13.0,9.0,41.0,25.0,F
切积9136,14.0,17.0,21.0,77.0,32.25,F
切积9137,37.0,20.0,3.0,77.0,34.25,F
切积9138,19.0,97.0,28.0,77.0,55.25,F
切积9139,57.0,85.0,33.0,84.0,64.75,F
切积9140,10.0,21.0,67.0,54.0,38.0,F
切积9141,79.0,74.0,14.0,59.0,56.5,F
切积9142,96.0,67.0,66.0,48.0,69.25,F
切积9143,46.0,25.0,54.0,56.0,45.25,F
切积9144,66.0,32.0,77.0,24.0,49.75,F
切积9145,46.0,25.0,2.0,12.0,21.25,F
切积9146,26.0,10.0,49.0,74.0,39.75,F
切积9147,97.0,68.0,65.0,33.0,65.75,F
切积9148,86.0,70.0,99.0,45.0,75.0,C
切积9149,31.0,62.0,37.0,82.0,53.0,F
切积9150,43.0,88.0,11.0,56.0,49.5,F
切积9151,6.0,98.0,96.0,74.0,68.5,F
切积9152,41.0,75.0,8.0,22.0,36.5,F
切积9153,29.0,45.0,94.0,70.0,59.5,F
切积9154,83.0,84.0,32.0,91.0,72.5,C
切积9155,91.0,1.0,53.0,32.0,44.25,F
切积9156,89.0,59.0,10.0,29.0,46.75,F
切积9157,84.0,58.0,70.0,25.0,59.25,F
切积9158,96.0,95.0,10.0,4.0,51.25,F
切积9159,83.0,7.0,64.0,9.0,40.75,F
切积9160,67.0,38.0,63.0,26.0,48.5,F
切积9161,50.0,72.0,14.0,86.0,55.5,F
切积9162,60.0,28.0,49.0,59.0,49.0,F
切积9163,71.0,11.0,49.0,62.0,48.25,F
切积9164,32.0,63.0,31.0,96.0,55.5,F
切积9165,72.0,6.0,73.0,22.0,43.25,F
切积9166,29.0,93.0,2.0,85.0,52.25,F
切积9167,60.26651228352799,56.0,64.0,24.0,51.066628070882,F
切积9168,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积9169,88.0,90.0,62.0,72.0,78.0,C
切积9170,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积9171,63.0,60.0,31.0,70.0,56.0,F
切积9172,21.0,50.0,56.16032972694487,88.0,53.79008243173622,F
切积9173,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积9174,88.0,90.0,62.0,72.0,78.0,C
切积9175,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积9176,63.0,60.0,31.0,70.0,56.0,F
切积9177,54.0,50.0,56.16032972694487,88.0,62.04008243173622,F
切积9178,64.0,3.0,73.0,83.0,55.75,F
切积9179,78.0,58.0,20.0,47.0,50.75,F
切积9180,13.0,82.0,57.0,1.0,38.25,F
切积9181,4.0,11.0,81.0,76.0,43.0,F
切积9182,3.0,25.0,26.0,67.0,30.25,F
切积9183,96.0,78.0,1.0,6.0,45.25,F
切积9184,78.0,31.0,70.0,91.0,67.5,F
切积9185,4.0,63.0,59.0,23.0,37.25,F
切积9186,29.0,67.0,49.0,28.0,43.25,F
切积9187,93.0,56.0,63.0,55.0,66.75,F
切积9188,57.0,65.0,12.0,47.0,45.25,F
切积9189,20.0,74.0,56.0,17.0,41.75,F
切积9190,6.0,61.0,0.0,20.0,21.75,F
切积9191,3.0,11.0,83.0,45.0,35.5,F
切积9192,4.0,82.0,88.0,69.0,60.75,F
切积9193,62.0,5.0,92.0,67.0,56.5,F
切积9194,4.0,12.0,73.0,73.0,40.5,F
切积9195,84.0,58.0,70.0,25.0,59.25,F
切积9196,96.0,95.0,10.0,4.0,51.25,F
切积9197,83.0,7.0,64.0,9.0,40.75,F
切积9198,67.0,38.0,63.0,26.0,48.5,F
切积9199,50.0,72.0,14.0,86.0,55.5,F
切积9200,60.0,28.0,49.0,59.0,49.0,F
切积9201,71.0,11.0,49.0,62.0,48.25,F
切积9202,32.0,63.0,31.0,96.0,55.5,F
切积9203,72.0,6.0,73.0,22.0,43.25,F
切积9204,29.0,93.0,2.0,85.0,52.25,F
切积9205,60.26651228352799,56.0,64.0,24.0,51.066628070882,F
切积9206,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积9207,88.0,90.0,62.0,72.0,78.0,C
切积9208,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积9209,63.0,60.0,31.0,70.0,56.0,F
切积9210,21.0,50.0,56.16032972694487,88.0,53.79008243173622,F
切积9211,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积9212,88.0,90.0,62.0,72.0,78.0,C
切积9213,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积9214,63.0,60.0,31.0,70.0,56.0,F
切积9215,54.0,50.0,56.16032972694487,88.0,62.04008243173622,F
切积9216,64.0,3.0,73.0,83.0,55.75,F
切积9217,83.0,91.0,32.0,99.0,76.25,C
切积9218,5.0,55.0,11.0,65.0,34.0,F
切积9219,7.0,40.0,10.0,3.0,15.0,F
切积9220,55.0,46.0,74.0,35.0,52.5,F
切积9221,97.0,70.0,20.0,27.0,53.5,F
切积9222,92.0,61.0,42.0,88.0,70.75,C
切积9223,16.0,10.0,41.0,55.0,30.5,F
切积9224,47.0,33.0,64.0,65.0,52.25,F
切积9225,14.0,40.0,90.0,41.0,46.25,F
切积9226,3.0,74.0,48.0,49.0,43.5,F
切积9227,52.0,64.0,68.0,85.0,67.25,F
切积9228,26.0,87.0,93.0,36.0,60.5,F
切积9229,30.0,51.0,30.0,62.0,43.25,F
切积9230,72.0,44.0,80.0,13.0,52.25,F
切积9231,35.0,49.0,30.0,41.0,38.75,F
切积9232,52.0,60.0,1.0,14.0,31.75,F
切积9233,12.0,65.0,86.0,76.0,59.75,F
切积9234,79.0,21.0,11.0,41.0,38.0,F
切积9235,13.0,33.0,72.0,92.0,52.5,F
切积9236,57.0,68.0,33.0,33.0,47.75,F
切积9237,48.0,44.0,37.0,83.0,53.0,F
切积9238,66.0,88.0,81.0,66.0,75.25,C
切积9239,44.0,15.0,44.0,46.0,37.25,F
切积9240,99.0,2.0,96.0,90.0,71.75,C
切积9241,57.0,4.0,12.0,85.0,39.5,F
切积9242,4.0,77.0,57.0,83.0,55.25,F
切积9243,74.0,23.0,52.0,64.0,53.25,F
切积9244,84.0,58.0,70.0,25.0,59.25,F
切积9245,96.0,95.0,10.0,4.0,51.25,F
切积9246,83.0,7.0,64.0,9.0,40.75,F
切积9247,67.0,38.0,63.0,26.0,48.5,F
切积9248,50.0,72.0,14.0,86.0,55.5,F
切积9249,60.0,28.0,49.0,59.0,49.0,F
切积9250,71.0,11.0,49.0,62.0,48.25,F
切积9251,32.0,63.0,31.0,96.0,55.5,F
切积9252,72.0,6.0,73.0,22.0,43.25,F
切积9253,29.0,93.0,2.0,85.0,52.25,F
切积9254,60.26651228352799,56.0,64.0,24.0,51.066628070882,F
切积9255,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积9256,88.0,90.0,62.0,72.0,78.0,C
切积9257,92.0,70.0,55.0,60.420972335231895,69.35524308380798,F
切积9258,63.0,60.0,55.0,70.0,62.0,F
切积9259,21.0,50.0,55.0,88.0,53.5,F
切积9260,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积9261,88.0,90.0,62.0,72.0,78.0,C
切积9262,92.0,70.0,75.0,85.0,80.5,B
切积9263,63.0,60.0,31.0,70.0,56.0,F
切积9264,54.0,50.0,23.0,88.0,53.75,F
切积9265,64.0,54.0,73.0,83.0,68.5,F
切积9266,89.0,36.0,63.0,14.0,50.5,F
切积9267,83.0,26.0,81.0,98.0,72.0,C
切积9268,18.0,51.0,17.0,6.0,23.0,F
切积9269,63.0,60.0,55.0,70.0,62.0,F
切积9270,21.0,50.0,55.0,88.0,53.5,F
切积9271,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积9272,88.0,90.0,62.0,72.0,78.0,C
切积9273,92.0,70.0,75.0,85.0,80.5,B
切积9274,63.0,60.0,31.0,70.0,56.0,F
切积9275,54.0,50.0,23.0,88.0,53.75,F
切积9276,64.0,54.0,73.0,83.0,68.5,F
切积9277,89.0,36.0,63.0,14.0,50.5,F
切积9278,83.0,26.0,81.0,98.0,72.0,C
切积9279,18.0,51.0,17.0,6.0,23.0,F
切积9280,33.0,95.0,77.0,95.0,75.0,C
切积9281,86.0,34.0,31.0,18.0,42.25,F
切积9282,61.0,31.0,97.0,69.0,64.5,F
切积9283,79.0,87.0,93.0,86.0,86.25,B
切积9284,68.0,75.0,10.0,58.0,52.75,F
切积9285,36.0,59.0,90.0,54.0,59.75,F
切积9286,55.0,25.0,13.0,30.0,30.75,F
切积9287,63.0,60.0,55.0,70.0,62.0,F
切积9288,21.0,50.0,55.0,88.0,53.5,F
切积9289,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积9290,88.0,90.0,62.0,72.0,78.0,C
切积9291,92.0,70.0,75.0,85.0,80.5,B
切积9292,63.0,60.0,31.0,70.0,56.0,F
切积9293,54.0,50.0,23.0,88.0,53.75,F
切积9294,64.0,54.0,73.0,83.0,68.5,F
切积9295,89.0,36.0,63.0,14.0,50.5,F
切积9296,83.0,26.0,81.0,98.0,72.0,C
切积9297,18.0,51.0,17.0,6.0,23.0,F
切积9298,73.0,89.0,73.0,78.0,78.25,C
切积9299,45.0,11.0,99.0,81.0,59.0,F
切积9300,88.0,10.0,87.0,7.0,48.0,F
切积9301,10.0,67.0,56.0,93.0,56.5,F
切积9302,97.0,82.0,93.0,67.0,84.75,B
切积9303,4.0,86.0,62.0,94.0,61.5,F
切积9304,72.0,47.0,72.0,89.0,70.0,C
切积9305,13.0,56.0,64.0,34.0,41.75,F
切积9306,46.0,56.0,39.0,24.0,41.25,F
切积9307,70.0,41.0,86.0,93.0,72.5,C
切积9308,20.0,88.0,73.0,46.0,56.75,F
切积9309,63.0,60.0,55.0,70.0,62.0,F
切积9310,21.0,50.0,55.0,88.0,53.5,F
切积9311,98.0,90.0,88.0,64.0,85.0,B
切积9312,88.0,90.0,62.0,72.0,78.0,C
切积9313,92.0,70.0,75.0,85.0,80.5,B
切积9314,63.0,60.0,31.0,70.0,56.0,F
切积9315,54.0,50.0,23.0,88.0,53.75,F
切积9316,64.0,54.0,73.0,83.0,68.5,F
切积9317,89.0,36.0,63.0,14.0,50.5,F
切积9318,83.0,26.0,81.0,98.0,72.0,C
切积9319,18.0,51.0,17.0,6.0,23.0,F
切积9320,74.0,85.0,95.0,70.0,81.0,B
切积9321,46.0,56.0,39.0,24.0,41.25,F
切积9322,70.0,41.0,86.0,93.0,72.5,C
切积9323,20.0,88.0,73.0,46.0,56.75,F
切积9324,63.0,60.0,55.0,70.0,62.0,F
切积9325,21.0,50.0,55.0,88.0,53.5,F
切积9326,98.0,90.0,88.0,64.0,85.0,B
切积9327,88.0,90.0,62.0,72.0,78.0,C
切积9328,92.0,70.0,75.0,85.0,80.5,B
切积9329,63.0,60.0,31.0,70.0,56.0,F
切积9330,54.0,50.0,23.0,88.0,53.75,F
切积9331,64.0,54.0,73.0,83.0,68.5,F
切积9332,89.0,36.0,63.0,14.0,50.5,F
切积9333,83.0,26.0,81.0,98.0,72.0,C
切积9334,18.0,51.0,17.0,6.0,23.0,F
切积9335,42.0,92.0,61.0,10.0,51.25,F
切积9336,46.0,56.0,39.0,24.0,41.25,F
切积9337,70.0,41.0,86.0,93.0,72.5,C
切积9338,20.0,88.0,73.0,46.0,56.75,F
切积9339,63.0,60.0,55.0,70.0,62.0,F
切积9340,21.0,50.0,55.0,88.0,53.5,F
切积9341,98.0,90.0,88.0,64.0,85.0,B
切积9342,88.0,90.0,62.0,72.0,78.0,C
切积9343,92.0,70.0,75.0,85.0,80.5,B
切积9344,63.0,60.0,31.0,70.0,56.0,F
切积9345,54.0,50.0,23.0,88.0,53.75,F
切积9346,64.0,54.0,73.0,83.0,68.5,F
切积9347,89.0,36.0,63.0,14.0,50.5,F
切积9348,83.0,26.0,81.0,98.0,72.0,C
切积9349,18.0,51.0,17.0,6.0,23.0,F
切积9350,62.0,69.0,84.0,80.0,73.75,C
切积9351,54.0,34.0,56.0,46.0,47.5,F
切积9352,40.0,67.0,26.0,96.0,57.25,F
切积9353,55.0,85.0,46.0,81.0,66.75,F
切积9354,35.0,53.0,86.0,12.0,46.5,F
切积9355,42.0,59.0,79.0,10.0,47.5,F
切积9356,20.0,83.0,28.0,69.0,50.0,F
切积9357,14.0,53.0,19.0,32.0,29.5,F
切积9358,77.0,75.0,75.0,98.0,81.25,B
切积9359,45.0,30.0,62.0,89.0,56.5,F
切积9360,69.0,47.0,71.0,90.0,69.25,F
切积9361,51.0,57.0,16.0,0.0,31.0,F
切积9362,28.0,69.0,8.0,6.0,27.75,F
切积9363,55.0,46.0,97.0,73.0,67.75,F
切积9364,52.0,79.0,44.0,16.0,47.75,F
切积9365,33.0,62.0,83.0,0.0,44.5,F
切积9366,79.0,12.0,53.0,43.0,46.75,F
切积9367,55.0,56.0,92.0,40.0,60.75,F
切积9368,46.0,56.0,39.0,24.0,41.25,F
切积9369,70.0,41.0,86.0,93.0,72.5,C
切积9370,20.0,88.0,73.0,46.0,56.75,F
切积9371,63.0,60.0,55.0,70.0,62.0,F
切积9372,21.0,50.0,55.0,88.0,53.5,F
切积9373,98.0,90.0,88.0,64.0,85.0,B
切积9374,88.0,90.0,62.0,72.0,78.0,C
切积9375,92.0,70.0,75.0,85.0,80.5,B
切积9376,63.0,60.0,31.0,70.0,56.0,F
切积9377,54.0,50.0,23.0,88.0,53.75,F
切积9378,64.0,54.0,73.0,83.0,68.5,F
切积9379,89.0,36.0,63.0,14.0,50.5,F
切积9380,83.0,26.0,81.0,98.0,72.0,C
切积9381,18.0,51.0,17.0,6.0,23.0,F
切积9382,46.0,56.0,39.0,24.0,41.25,F
切积9383,70.0,41.0,86.0,93.0,72.5,C
切积9384,20.0,88.0,73.0,46.0,56.75,F
切积9385,63.0,60.0,55.0,70.0,62.0,F
切积9386,21.0,50.0,55.0,88.0,53.5,F
切积9387,98.0,90.0,88.0,64.0,85.0,B
切积9388,88.0,90.0,62.0,72.0,78.0,C
切积9389,92.0,70.0,75.0,85.0,80.5,B
切积9390,63.0,60.0,31.0,70.0,56.0,F
切积9391,54.0,50.0,23.0,88.0,53.75,F
切积9392,64.0,54.0,73.0,83.0,68.5,F
切积9393,89.0,36.0,63.0,14.0,50.5,F
切积9394,83.0,26.0,81.0,98.0,72.0,C
切积9395,18.0,51.0,17.0,6.0,23.0,F
切积9396,37.0,27.0,97.0,62.0,55.75,F
切积9397,70.0,20.0,63.0,0.0,38.25,F
切积9398,85.0,98.0,24.0,53.0,65.0,F
切积9399,94.0,77.0,76.0,99.0,86.5,B
切积9400,96.0,39.0,77.0,12.0,56.0,F
切积9401,46.0,56.0,39.0,24.0,41.25,F
切积9402,70.0,41.0,86.0,93.0,72.5,C
切积9403,20.0,88.0,73.0,46.0,56.75,F
切积9404,63.0,60.0,55.0,70.0,62.0,F
切积9405,21.0,50.0,55.0,88.0,53.5,F
切积9406,98.0,90.0,88.0,64.0,85.0,B
切积9407,96.0,91.0,90.0,90.0,91.75,A
切积9408,46.0,56.0,39.0,24.0,41.25,F
切积9409,70.0,41.0,86.0,93.0,72.5,C
切积9410,20.0,88.0,73.0,46.0,56.75,F
切积9411,96.0,91.0,90.0,90.0,91.75,A
切积9412,96.0,91.0,90.0,90.0,91.75,A
切积9413,98.0,90.0,88.0,64.0,85.0,B
切积9414,88.0,90.0,62.0,72.0,78.0,C
切积9415,92.0,70.0,75.0,85.0,80.5,B
切积9416,63.0,60.0,31.0,70.0,56.0,F
切积9417,54.0,50.0,23.0,88.0,53.75,F
切积9418,64.0,54.0,73.0,83.0,68.5,F
切积9419,89.0,36.0,63.0,14.0,50.5,F
切积9420,91.0,92.0,93.0,94.0,92.5,A
切积9421,18.0,51.0,17.0,6.0,23.0,F
切积9422,46.0,56.0,39.0,24.0,41.25,F
切积9423,70.0,41.0,86.0,93.0,72.5,C
切积9424,20.0,88.0,73.0,46.0,56.75,F
切积9425,63.0,60.0,55.0,70.0,62.0,F
切积9426,21.0,50.0,55.0,88.0,53.5,F
切积9427,98.0,90.0,88.0,64.0,85.0,B
切积9428,88.0,90.0,62.0,72.0,78.0,C
切积9429,92.0,70.0,75.0,85.0,80.5,B
切积9430,63.0,60.0,31.0,70.0,56.0,F
切积9431,54.0,50.0,23.0,88.0,53.75,F
切积9432,46.0,56.0,39.0,24.0,41.25,F
切积9433,70.0,41.0,86.0,93.0,72.5,C
切积9434,20.0,88.0,73.0,46.0,56.75,F
切积9435,63.0,60.0,55.0,70.0,62.0,F
切积9436,21.0,50.0,55.0,88.0,53.5,F
切积9437,98.0,90.0,88.0,90.0,91.5,A
切积9438,88.0,90.0,62.0,72.0,78.0,C
切积9439,46.0,56.0,39.0,24.0,41.25,F
切积9440,70.0,41.0,86.0,93.0,72.5,C
切积9441,20.0,88.0,73.0,46.0,56.75,F
切积9442,98.0,90.0,88.0,90.0,91.5,A
切积9443,96.0,91.0,90.0,90.0,91.75,A
切积9444,98.0,90.0,88.0,64.0,85.0,B
切积9445,88.0,90.0,62.0,72.0,78.0,C
切积9446,92.0,70.0,75.0,85.0,80.5,B
切积9447,63.0,60.0,31.0,70.0,56.0,F
切积9448,96.0,91.0,90.0,90.0,91.75,A
切积9449,64.0,54.0,73.0,83.0,68.5,F
切积9450,46.0,56.0,39.0,24.0,41.25,F
切积9451,70.0,41.0,86.0,93.0,72.5,C
切积9452,20.0,88.0,73.0,46.0,56.75,F
切积9453,63.0,60.0,55.0,70.0,62.0,F
切积9454,21.0,50.0,55.0,88.0,53.5,F
切积9455,98.0,90.0,88.0,64.0,85.0,B
切积9456,88.0,90.0,62.0,72.0,78.0,C
切积9457,92.0,70.0,75.0,85.0,80.5,B
切积9458,63.0,60.0,31.0,70.0,56.0,F
切积9459,54.0,50.0,23.0,88.0,53.75,F
切积9460,46.0,56.0,39.0,24.0,41.25,F
切积9461,70.0,41.0,86.0,93.0,72.5,C
切积9462,20.0,88.0,73.0,46.0,56.75,F
切积9463,46.0,56.0,39.0,24.0,41.25,F
切积9464,70.0,41.0,86.0,93.0,72.5,C
切积9465,46.0,56.0,39.0,24.0,41.25,F
切积9466,70.0,41.0,86.0,93.0,72.5,C
切积9467,20.0,88.0,73.0,46.0,56.75,F
切积9468,63.0,60.0,55.0,70.0,62.0,F
切积9469,21.0,50.0,55.0,88.0,53.5,F
切积9470,98.0,90.0,88.0,64.0,85.0,B
切积9471,88.0,90.0,62.0,72.0,78.0,C
切积9472,92.0,70.0,75.0,85.0,80.5,B
切积9473,63.0,60.0,31.0,70.0,56.0,F
切积9474,54.0,50.0,23.0,88.0,53.75,F
切积9475,64.0,54.0,73.0,83.0,68.5,F
切积9476,89.0,36.0,63.0,14.0,50.5,F
切积9477,83.0,26.0,81.0,98.0,72.0,C
切积9478,86.0,90.0,98.0,92.0,91.5,A
切积9479,85.0,37.0,23.0,49.0,48.5,F
切积9480,90.0,93.0,65.0,30.0,69.5,F
切积9481,86.0,90.0,98.0,92.0,91.5,A
切积9482,94.0,6.0,28.0,69.0,49.25,F
切积9483,86.0,90.0,98.0,92.0,91.5,A
切积9484,98.0,90.0,88.0,90.0,91.5,A
切积9485,86.0,90.0,98.0,92.0,91.5,A
切积9486,86.0,90.0,98.0,92.0,91.5,A
切积9487,86.0,90.0,98.0,92.0,91.5,A
切积9488,46.0,56.0,39.0,24.0,41.25,F
切积9489,70.0,41.0,86.0,93.0,72.5,C
切积9490,20.0,88.0,73.0,46.0,56.75,F
切积9491,63.0,60.0,55.0,70.0,62.0,F
切积9492,21.0,50.0,55.0,88.0,53.5,F
切积9493,98.0,90.0,88.0,64.0,85.0,B
切积9494,88.0,90.0,62.0,72.0,78.0,C
切积9495,92.0,70.0,75.0,85.0,80.5,B
切积9496,63.0,60.0,31.0,70.0,56.0,F
切积9497,54.0,50.0,23.0,88.0,53.75,F
切积9498,64.0,54.0,73.0,83.0,68.5,F
切积9499,89.0,36.0,63.0,14.0,50.5,F
切积9500,83.0,26.0,81.0,98.0,72.0,C
切积9501,98.0,90.0,88.0,90.0,91.5,A
切积9502,23.0,61.0,24.0,30.0,34.5,F
切积9503,53.0,60.0,20.0,39.0,43.0,F
切积9504,46.0,56.0,39.0,24.0,41.25,F
切积9505,70.0,41.0,86.0,93.0,72.5,C
切积9506,20.0,88.0,73.0,46.0,56.75,F
切积9507,63.0,60.0,55.0,70.0,62.0,F
切积9508,21.0,50.0,55.0,88.0,53.5,F
切积9509,98.0,90.0,88.0,64.0,85.0,B
切积9510,88.0,90.0,62.0,72.0,78.0,C
切积9511,92.0,70.0,75.0,85.0,80.5,B
切积9512,98.0,90.0,88.0,90.0,91.5,A
切积9513,54.0,50.0,23.0,88.0,53.75,F
切积9514,64.0,54.0,73.0,83.0,68.5,F
切积9515,89.0,36.0,63.0,14.0,50.5,F
切积9516,83.0,26.0,81.0,98.0,72.0,C
切积9517,18.0,51.0,17.0,6.0,23.0,F
切积9518,54.0,50.0,23.0,88.0,53.75,F
切积9519,64.0,54.0,73.0,83.0,68.5,F
切积9520,89.0,36.0,63.0,14.0,50.5,F
切积9521,83.0,26.0,81.0,98.0,72.0,C
切积9522,18.0,51.0,17.0,6.0,23.0,F
切积9523,71.0,84.0,33.0,34.0,55.5,F
切积9524,98.0,90.0,88.0,90.0,91.5,A
切积9525,46.0,43.0,49.0,2.0,35.0,F
